,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
828,1,3,male,,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,yes,True,0
829,1,1,female,0.7738125157074642,0,0,0.15614960068643363,,First,woman,False,B,,yes,True,0
830,1,3,female,0.18321186227695402,1,0,0.028212719478023115,C,Third,child,False,,Cherbourg,yes,False,1
831,1,2,male,0.005152048253329982,1,1,0.03659756266088288,S,Second,child,False,,Southampton,yes,False,2
832,0,3,male,,0,0,0.014110458666029575,C,Third,man,True,,Cherbourg,no,True,0
833,0,3,male,0.2837396330736366,0,0,0.015330377421392339,S,Third,man,True,,Southampton,no,True,0
834,0,3,male,0.22090977632571,0,0,0.016200521071217493,S,Third,man,True,,Southampton,no,True,0
835,1,1,female,0.4847951746670017,1,1,0.16231419173453318,C,First,woman,False,E,Cherbourg,yes,False,2
836,0,3,male,0.2586076903744659,0,0,0.016908073949327893,S,Third,man,True,,Southampton,no,True,0
837,0,3,male,,0,0,0.015712553569072387,S,Third,man,True,,Southampton,no,True,0
838,1,3,male,0.39683337521990447,0,0,0.11027245763075773,S,Third,man,True,,Southampton,yes,True,0
839,1,1,male,,0,0,0.057970539254838485,C,First,man,True,C,Cherbourg,yes,True,0
840,0,3,male,0.24604171902488062,0,0,0.015468569817999833,S,Third,man,True,,Southampton,no,True,0
841,0,2,male,0.19577783362653933,0,0,0.020494635090094415,S,Second,man,True,,Southampton,no,True,0
842,1,1,female,0.37170143252073384,0,0,0.060507970265993034,C,First,woman,False,,Cherbourg,yes,True,0
843,0,3,male,0.4282483035938678,0,0,0.012565163180236457,C,Third,man,True,,Cherbourg,no,True,0
844,0,3,male,0.20834380497612465,0,0,0.016908073949327893,S,Third,man,True,,Southampton,no,True,0
845,0,3,male,0.5224930887157577,0,0,0.014736618564782174,S,Third,man,True,,Southampton,no,True,0
846,0,3,male,,8,2,0.13575255909676825,S,Third,man,True,,Southampton,no,False,10
847,0,3,male,0.4345312892686604,0,0,0.015411575213749286,C,Third,man,True,,Cherbourg,no,True,0
848,0,2,male,0.34656948982156316,0,1,0.06441171028315387,S,Second,man,True,,Southampton,no,False,1
849,1,1,female,,1,0,0.17391981561855152,C,First,woman,False,C,Cherbourg,yes,False,1
850,0,3,male,0.04498617743151546,4,2,0.06104473451835265,S,Third,child,False,,Southampton,no,False,6
851,0,3,male,0.9246041719024881,0,0,0.015175789316712771,S,Third,man,True,,Southampton,no,True,0
852,0,3,female,0.10781603417944208,1,1,0.029757819776815374,C,Third,child,False,,Cherbourg,no,False,2
853,1,1,female,0.19577783362653933,0,1,0.07690367833806856,S,First,woman,False,D,Southampton,yes,False,1
854,0,2,female,0.5476250314149284,1,0,0.050748620223090936,S,Second,woman,False,,Southampton,no,False,1
855,1,3,female,0.22090977632571,0,1,0.018249984580226933,S,Third,woman,False,,Southampton,yes,False,1
856,1,1,female,0.5601910027645137,1,1,0.32179836714362564,S,First,woman,False,,Southampton,yes,False,2
857,1,1,male,0.6355868308620256,0,0,0.051822148727810165,S,First,man,True,E,Southampton,yes,True,0
858,1,3,female,0.2963056044232219,0,3,0.03758969818624431,C,Third,woman,False,,Cherbourg,yes,False,3
859,0,3,male,,0,0,0.014110458666029575,C,Third,man,True,,Cherbourg,no,True,0
860,0,3,male,0.5099271173661725,2,0,0.027537567642055148,S,Third,man,True,,Southampton,no,False,2
861,0,2,male,0.2586076903744659,1,0,0.022446505098674838,S,Second,man,True,,Southampton,no,False,1
862,1,1,female,0.5978889168132697,0,0,0.050610427826483444,S,First,woman,False,D,Southampton,yes,True,0
863,0,3,female,,8,2,0.13575255909676825,S,Third,woman,False,,Southampton,no,False,10
864,0,2,male,0.2963056044232219,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
865,1,2,female,0.5224930887157577,0,0,0.025374310111545468,S,Second,woman,False,,Southampton,yes,True,0
866,1,2,female,0.33400351847197784,1,0,0.027049600139910042,C,Second,woman,False,,Cherbourg,yes,False,1
867,0,1,male,0.38426740387031916,0,0,0.09856123757927521,S,First,man,True,A,Southampton,no,True,0
868,0,3,male,,0,0,0.018542765081513996,S,Third,man,True,,Southampton,no,True,0
869,1,3,male,0.04498617743151546,1,1,0.021730754366528396,S,Third,child,False,,Southampton,yes,False,2
870,0,3,male,0.32143754712239253,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
871,1,1,female,0.5853229454636844,1,1,0.10257896680493714,S,First,woman,False,D,Southampton,yes,False,2
872,0,1,male,0.4093993465694898,0,0,0.009759350042902102,S,First,man,True,B,Southampton,no,True,0
873,0,3,male,0.5853229454636844,0,0,0.017566830077223785,S,Third,man,True,,Southampton,no,True,0
874,1,2,female,0.34656948982156316,1,0,0.04684488020593009,C,Second,woman,False,,Cherbourg,yes,False,1
875,1,3,female,0.18321186227695402,0,0,0.014102260811993537,C,Third,child,False,,Cherbourg,yes,True,0
876,0,3,male,0.24604171902488062,0,0,0.019217721730481106,S,Third,man,True,,Southampton,no,True,0
877,0,3,male,0.2334757476752953,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
878,0,3,male,,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
879,1,1,female,0.6984166876099522,0,1,0.16231419173453318,C,First,woman,False,C,Cherbourg,yes,False,1
880,1,2,female,0.3088715757728072,0,1,0.050748620223090936,S,Second,woman,False,,Southampton,yes,False,1
881,0,3,male,0.4093993465694898,0,0,0.015411575213749286,S,Third,man,True,,Southampton,no,True,0
882,0,3,female,0.2711736617240512,0,0,0.02052723131923771,S,Third,woman,False,,Southampton,no,True,0
883,0,2,male,0.34656948982156316,0,0,0.020494635090094415,S,Second,man,True,,Southampton,no,True,0
884,0,3,male,0.3088715757728072,0,0,0.013760683560491965,S,Third,man,True,,Southampton,no,True,0
885,0,3,female,0.4847951746670017,0,5,0.05684821399990475,Q,Third,woman,False,,Queenstown,no,False,5
886,0,2,male,0.33400351847197784,0,0,0.025374310111545468,S,Second,man,True,,Southampton,no,True,0
887,1,1,female,0.2334757476752953,0,0,0.05855610025741262,S,First,woman,False,B,Southampton,yes,True,0
888,0,3,female,,1,2,0.04577135170121086,S,Third,woman,False,,Southampton,no,False,3
889,1,1,male,0.32143754712239253,0,0,0.05855610025741262,C,First,man,True,C,Cherbourg,yes,True,0
890,0,3,male,0.39683337521990447,0,0,0.015126992566498259,Q,Third,man,True,,Queenstown,no,True,0
